ncodpers,added_products
970971,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1
970869,ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_plan_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1
971112,ind_recibo_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_dela_fin_ult1
971004,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1
971029,ind_recibo_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_cco_fin_ult1 ind_ecue_fin_ult1 ind_plan_fin_ult1 ind_nomina_ult1
971059,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
969541,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
969539,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
969480,ind_recibo_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_tjcr_fin_ult1 ind_cno_fin_ult1 ind_ecue_fin_ult1
969578,ind_recibo_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_nomina_ult1 ind_ecue_fin_ult1
969725,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
969585,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
969672,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_tjcr_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
969704,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
969250,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
969296,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
969286,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
969204,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ecue_fin_ult1
969193,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
969205,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
969232,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
969391,ind_recibo_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1 ind_dela_fin_ult1 ind_tjcr_fin_ult1
970157,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
970150,ind_recibo_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_ecue_fin_ult1 ind_cno_fin_ult1 ind_nomina_ult1
970134,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
970180,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1
970121,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
970082,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
970085,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ecue_fin_ult1
970279,ind_recibo_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
970262,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
970310,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1
970307,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
970207,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
970200,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
970228,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
969901,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1
970027,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_tjcr_fin_ult1 ind_cno_fin_ult1 ind_ecue_fin_ult1
969936,ind_recibo_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
969965,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1
981264,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_tjcr_fin_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_ecue_fin_ult1
981190,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1
981178,ind_recibo_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
981340,ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1
981422,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
980938,ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_cco_fin_ult1 ind_recibo_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_nomina_ult1
980982,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
981012,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
981043,ind_reca_fin_ult1 ind_cco_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_nomina_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1
981039,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_tjcr_fin_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_dela_fin_ult1
981028,ind_recibo_ult1 ind_nom_pens_ult1 ind_dela_fin_ult1 ind_nomina_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
981023,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ecue_fin_ult1
981809,ind_cco_fin_ult1 ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_nomina_ult1 ind_ctpp_fin_ult1
981741,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1
981929,ind_tjcr_fin_ult1 ind_recibo_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ecue_fin_ult1
981467,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
981470,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1
981660,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
981691,ind_recibo_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_nomina_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1
981672,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
981671,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1
981632,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
980136,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
980101,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
980093,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
980279,ind_recibo_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1
980274,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
980313,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_dela_fin_ult1
980304,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
980079,ind_nom_pens_ult1 ind_nomina_ult1 ind_reca_fin_ult1 ind_recibo_ult1 ind_cco_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1
980233,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_tjcr_fin_ult1 ind_cno_fin_ult1 ind_ecue_fin_ult1
980230,ind_recibo_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
980225,ind_recibo_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
980259,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
980253,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_tjcr_fin_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
979835,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
980060,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
980055,ind_cco_fin_ult1 ind_recibo_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
980053,ind_cco_fin_ult1 ind_cno_fin_ult1 ind_recibo_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_ctpp_fin_ult1
980008,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_ctpp_fin_ult1 ind_dela_fin_ult1
980713,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
980661,ind_recibo_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
980659,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
980643,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ecue_fin_ult1
980642,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
980805,ind_recibo_ult1 ind_dela_fin_ult1 ind_nomina_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_ecue_fin_ult1 ind_cno_fin_ult1
980844,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
980753,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1
980750,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
980441,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
980516,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1
980514,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ecue_fin_ult1 ind_nomina_ult1
983366,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_ctpp_fin_ult1 ind_dela_fin_ult1
983370,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
983286,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
983313,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
983499,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1
983476,ind_tjcr_fin_ult1 ind_cco_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_pres_fin_ult1 ind_plan_fin_ult1
983558,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
983017,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1
983045,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1
983050,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
983252,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
983249,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
983172,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
983836,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
983861,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ecue_fin_ult1
983651,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
983625,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ecue_fin_ult1
983606,ind_recibo_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
983718,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
983722,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_tjcr_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
983736,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
982240,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
982215,ind_recibo_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1
982244,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
982246,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
982418,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
982427,ind_recibo_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
982414,ind_recibo_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1 ind_ecue_fin_ult1 ind_nomina_ult1 ind_ctpp_fin_ult1
982402,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
982337,ind_recibo_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1
982399,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
982028,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
982019,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
981999,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
982207,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
982124,ind_cco_fin_ult1 ind_nomina_ult1 ind_recibo_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_tjcr_fin_ult1
982886,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_tjcr_fin_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_dela_fin_ult1
982887,ind_recibo_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
982970,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1
982997,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1
982914,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
982933,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
982931,ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_cco_fin_ult1 ind_nom_pens_ult1 ind_ecue_fin_ult1 ind_nomina_ult1 ind_ctpp_fin_ult1
982494,ind_nom_pens_ult1 ind_nomina_ult1 ind_recibo_ult1 ind_reca_fin_ult1 ind_cco_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1
982470,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
982500,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
982699,ind_recibo_ult1 ind_nomina_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1
982692,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ecue_fin_ult1 ind_ctpp_fin_ult1
982746,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
982739,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1
982735,ind_reca_fin_ult1 ind_nomina_ult1 ind_tjcr_fin_ult1 ind_cco_fin_ult1 ind_nom_pens_ult1 ind_ecue_fin_ult1 ind_recibo_ult1
982728,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
982629,ind_recibo_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
982625,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_tjcr_fin_ult1 ind_fond_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1
982612,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_dela_fin_ult1 ind_fond_fin_ult1
982678,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1
977077,ind_recibo_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1
